ward_no,ward_name,date,latitude,longitude,temperature_max,temperature_min,humidity_max,precipitation_sum,Population
1,Kempegowda Ward,01-04-2025,13.11507596,77.59916118,32.3,18.8,94,0,39368
1,Kempegowda Ward,02-04-2025,13.11507596,77.59916118,32.2,19.8,95,0,39368
1,Kempegowda Ward,03-04-2025,13.11507596,77.59916118,32.1,20.2,94,2,39368
1,Kempegowda Ward,04-04-2025,13.11507596,77.59916118,30,19.3,97,4,39368
1,Kempegowda Ward,05-04-2025,13.11507596,77.59916118,31.8,19.3,96,0.1,39368
1,Kempegowda Ward,06-04-2025,13.11507596,77.59916118,32.8,20.3,91,0,39368
1,Kempegowda Ward,07-04-2025,13.11507596,77.59916118,34,19.9,98,0,39368
1,Kempegowda Ward,08-04-2025,13.11507596,77.59916118,33.7,18.9,95,0,39368
1,Kempegowda Ward,09-04-2025,13.11507596,77.59916118,32.5,18.7,92,0,39368
1,Kempegowda Ward,10-04-2025,13.11507596,77.59916118,31.8,20.3,85,0,39368
1,Kempegowda Ward,11-04-2025,13.11507596,77.59916118,33.1,20.6,87,0,39368
1,Kempegowda Ward,12-04-2025,13.11507596,77.59916118,32.6,20.5,81,1.3,39368
1,Kempegowda Ward,13-04-2025,13.11507596,77.59916118,32.5,20.6,78,0,39368
1,Kempegowda Ward,14-04-2025,13.11507596,77.59916118,33.1,19.9,74,0.1,39368
1,Kempegowda Ward,15-04-2025,13.11507596,77.59916118,32.6,19.9,85,0,39368
1,Kempegowda Ward,16-04-2025,13.11507596,77.59916118,32.7,21.2,96,1.3,39368
1,Kempegowda Ward,17-04-2025,13.11507596,77.59916118,31.7,20.2,86,0,39368
1,Kempegowda Ward,18-04-2025,13.11507596,77.59916118,32.6,21.2,83,0.4,39368
1,Kempegowda Ward,19-04-2025,13.11507596,77.59916118,32.2,20.8,89,0,39368
1,Kempegowda Ward,20-04-2025,13.11507596,77.59916118,32.7,21.1,91,0.8,39368
1,Kempegowda Ward,21-04-2025,13.11507596,77.59916118,32.7,19.8,96,0,39368
1,Kempegowda Ward,22-04-2025,13.11507596,77.59916118,33.2,20.1,77,0,39368
1,Kempegowda Ward,23-04-2025,13.11507596,77.59916118,33.1,20.3,77,0,39368
1,Kempegowda Ward,24-04-2025,13.11507596,77.59916118,34.6,20,92,0,39368
1,Kempegowda Ward,25-04-2025,13.11507596,77.59916118,33.4,21.2,93,0,39368
1,Kempegowda Ward,26-04-2025,13.11507596,77.59916118,33,20.1,93,0,39368
1,Kempegowda Ward,27-04-2025,13.11507596,77.59916118,32.4,20.3,94,0,39368
1,Kempegowda Ward,28-04-2025,13.11507596,77.59916118,31.9,20.8,95,0,39368
1,Kempegowda Ward,29-04-2025,13.11507596,77.59916118,33,21,93,0.1,39368
1,Kempegowda Ward,30-04-2025,13.11507596,77.59916118,32.7,21.4,81,0.5,39368
1,Kempegowda Ward,01-05-2025,13.11507596,77.59916118,33.1,22.5,75,0,39368
1,Kempegowda Ward,02-05-2025,13.11507596,77.59916118,32.8,21.7,84,0.6,39368
1,Kempegowda Ward,03-05-2025,13.11507596,77.59916118,32.5,21.2,91,3.2,39368
1,Kempegowda Ward,04-05-2025,13.11507596,77.59916118,32.5,21.3,92,0,39368
1,Kempegowda Ward,05-05-2025,13.11507596,77.59916118,33.1,20.8,93,0,39368
1,Kempegowda Ward,06-05-2025,13.11507596,77.59916118,32.7,20.1,93,0,39368
1,Kempegowda Ward,07-05-2025,13.11507596,77.59916118,31.9,20.2,84,0,39368
1,Kempegowda Ward,08-05-2025,13.11507596,77.59916118,31.3,21.2,82,0,39368
1,Kempegowda Ward,09-05-2025,13.11507596,77.59916118,30.2,19.8,83,1,39368
1,Kempegowda Ward,10-05-2025,13.11507596,77.59916118,30.9,20.3,84,1.6,39368
1,Kempegowda Ward,11-05-2025,13.11507596,77.59916118,30.6,20.1,85,0.2,39368
1,Kempegowda Ward,12-05-2025,13.11507596,77.59916118,30.9,20.5,95,2.2,39368
1,Kempegowda Ward,13-05-2025,13.11507596,77.59916118,31.7,20.2,99,1.8,39368
1,Kempegowda Ward,14-05-2025,13.11507596,77.59916118,30.5,20.7,93,0.4,39368
1,Kempegowda Ward,15-05-2025,13.11507596,77.59916118,31.2,20.8,97,0,39368
1,Kempegowda Ward,16-05-2025,13.11507596,77.59916118,30.5,20.9,96,5.3,39368
1,Kempegowda Ward,17-05-2025,13.11507596,77.59916118,30.6,21.1,98,17.7,39368
1,Kempegowda Ward,18-05-2025,13.11507596,77.59916118,29.9,20.6,99,9.9,39368
1,Kempegowda Ward,19-05-2025,13.11507596,77.59916118,29,21.2,99,3,39368
1,Kempegowda Ward,20-05-2025,13.11507596,77.59916118,27.1,20.9,98,21.6,39368
1,Kempegowda Ward,21-05-2025,13.11507596,77.59916118,27.9,20.8,95,3.8,39368
1,Kempegowda Ward,22-05-2025,13.11507596,77.59916118,29.6,20.1,92,0.1,39368
1,Kempegowda Ward,23-05-2025,13.11507596,77.59916118,29.3,20.5,95,2.9,39368
1,Kempegowda Ward,24-05-2025,13.11507596,77.59916118,26.5,21.3,91,3.2,39368
1,Kempegowda Ward,25-05-2025,13.11507596,77.59916118,28,20.6,96,10.2,39368
1,Kempegowda Ward,26-05-2025,13.11507596,77.59916118,26.5,20.5,96,8.1,39368
1,Kempegowda Ward,27-05-2025,13.11507596,77.59916118,27.5,20.4,92,2.8,39368
1,Kempegowda Ward,28-05-2025,13.11507596,77.59916118,27.5,21,92,3.6,39368
1,Kempegowda Ward,29-05-2025,13.11507596,77.59916118,26.8,20.9,96,8.2,39368
1,Kempegowda Ward,30-05-2025,13.11507596,77.59916118,24.9,20.6,97,1.5,39368
1,Kempegowda Ward,31-05-2025,13.11507596,77.59916118,30,20.9,93,0,39368
2,Chowdeswari Ward,01-04-2025,13.12191289,77.57889171,32.8,18.5,93,0,47075
2,Chowdeswari Ward,02-04-2025,13.12191289,77.57889171,32.6,19.9,92,0.2,47075
2,Chowdeswari Ward,03-04-2025,13.12191289,77.57889171,32.7,20.2,94,4.6,47075
2,Chowdeswari Ward,04-04-2025,13.12191289,77.57889171,30.3,19.2,96,5.8,47075
2,Chowdeswari Ward,05-04-2025,13.12191289,77.57889171,32.4,19.2,97,0.1,47075
2,Chowdeswari Ward,06-04-2025,13.12191289,77.57889171,33,20.5,91,0,47075
2,Chowdeswari Ward,07-04-2025,13.12191289,77.57889171,34.7,20.3,96,0,47075
2,Chowdeswari Ward,08-04-2025,13.12191289,77.57889171,34,18.9,94,0,47075
2,Chowdeswari Ward,09-04-2025,13.12191289,77.57889171,33,18.7,89,0,47075
2,Chowdeswari Ward,10-04-2025,13.12191289,77.57889171,32.4,20.3,86,0.2,47075
2,Chowdeswari Ward,11-04-2025,13.12191289,77.57889171,33.5,20.3,87,1.5,47075
2,Chowdeswari Ward,12-04-2025,13.12191289,77.57889171,33.3,20.3,83,2,47075
2,Chowdeswari Ward,13-04-2025,13.12191289,77.57889171,33,20.7,78,0,47075
2,Chowdeswari Ward,14-04-2025,13.12191289,77.57889171,33.8,20.7,67,0,47075
2,Chowdeswari Ward,15-04-2025,13.12191289,77.57889171,33.1,20.6,78,0,47075
2,Chowdeswari Ward,16-04-2025,13.12191289,77.57889171,33.1,21.4,89,2.4,47075
2,Chowdeswari Ward,17-04-2025,13.12191289,77.57889171,32.6,20.2,82,0,47075
2,Chowdeswari Ward,18-04-2025,13.12191289,77.57889171,33.2,21.2,83,0.1,47075
2,Chowdeswari Ward,19-04-2025,13.12191289,77.57889171,32.8,20.6,89,0,47075
2,Chowdeswari Ward,20-04-2025,13.12191289,77.57889171,33.4,20.8,91,0.6,47075
2,Chowdeswari Ward,21-04-2025,13.12191289,77.57889171,33.6,19.8,97,0,47075
2,Chowdeswari Ward,22-04-2025,13.12191289,77.57889171,34,20.6,73,0,47075
2,Chowdeswari Ward,23-04-2025,13.12191289,77.57889171,33.9,20.6,72,0,47075
2,Chowdeswari Ward,24-04-2025,13.12191289,77.57889171,35.7,19.9,93,0,47075
2,Chowdeswari Ward,25-04-2025,13.12191289,77.57889171,34.2,20.9,89,0,47075
2,Chowdeswari Ward,26-04-2025,13.12191289,77.57889171,33.8,20.7,83,0,47075
2,Chowdeswari Ward,27-04-2025,13.12191289,77.57889171,33.3,20.8,90,0,47075
2,Chowdeswari Ward,28-04-2025,13.12191289,77.57889171,32.7,21.1,93,0,47075
2,Chowdeswari Ward,29-04-2025,13.12191289,77.57889171,33.7,21.7,86,0.1,47075
2,Chowdeswari Ward,30-04-2025,13.12191289,77.57889171,33.9,21.9,74,0.5,47075
2,Chowdeswari Ward,01-05-2025,13.12191289,77.57889171,34.2,22.8,69,0.1,47075
2,Chowdeswari Ward,02-05-2025,13.12191289,77.57889171,33.7,21.6,83,0.7,47075
2,Chowdeswari Ward,03-05-2025,13.12191289,77.57889171,33.7,21,90,3.8,47075
2,Chowdeswari Ward,04-05-2025,13.12191289,77.57889171,33.7,21.1,93,0.7,47075
2,Chowdeswari Ward,05-05-2025,13.12191289,77.57889171,34.6,21,91,0,47075
2,Chowdeswari Ward,06-05-2025,13.12191289,77.57889171,33.6,20,90,0,47075
2,Chowdeswari Ward,07-05-2025,13.12191289,77.57889171,32.9,20,79,0.1,47075
2,Chowdeswari Ward,08-05-2025,13.12191289,77.57889171,32,21,81,0,47075
2,Chowdeswari Ward,09-05-2025,13.12191289,77.57889171,31.4,19.6,83,0.7,47075
2,Chowdeswari Ward,10-05-2025,13.12191289,77.57889171,31.1,20.1,82,1.5,47075
2,Chowdeswari Ward,11-05-2025,13.12191289,77.57889171,31.6,19.9,86,1.2,47075
2,Chowdeswari Ward,12-05-2025,13.12191289,77.57889171,31.8,20.4,95,3.1,47075
2,Chowdeswari Ward,13-05-2025,13.12191289,77.57889171,32.8,20,99,1.5,47075
2,Chowdeswari Ward,14-05-2025,13.12191289,77.57889171,31.5,20.6,93,0.6,47075
2,Chowdeswari Ward,15-05-2025,13.12191289,77.57889171,32.1,20.8,98,0,47075
2,Chowdeswari Ward,16-05-2025,13.12191289,77.57889171,31.6,20.7,97,2.6,47075
2,Chowdeswari Ward,17-05-2025,13.12191289,77.57889171,30.7,20.9,98,22.8,47075
2,Chowdeswari Ward,18-05-2025,13.12191289,77.57889171,30.1,20.5,98,10.7,47075
2,Chowdeswari Ward,19-05-2025,13.12191289,77.57889171,29.2,21.1,99,5.8,47075
2,Chowdeswari Ward,20-05-2025,13.12191289,77.57889171,27.1,20.7,99,22,47075
2,Chowdeswari Ward,21-05-2025,13.12191289,77.57889171,27.9,20.6,95,1.5,47075
2,Chowdeswari Ward,22-05-2025,13.12191289,77.57889171,29.8,19.8,93,0.1,47075
2,Chowdeswari Ward,23-05-2025,13.12191289,77.57889171,29.6,20.4,95,4.4,47075
2,Chowdeswari Ward,24-05-2025,13.12191289,77.57889171,26.8,21.1,91,2.4,47075
2,Chowdeswari Ward,25-05-2025,13.12191289,77.57889171,27.7,20.3,97,9.2,47075
2,Chowdeswari Ward,26-05-2025,13.12191289,77.57889171,25.7,20.4,97,8.7,47075
2,Chowdeswari Ward,27-05-2025,13.12191289,77.57889171,27.3,20.2,92,2.4,47075
2,Chowdeswari Ward,28-05-2025,13.12191289,77.57889171,27.6,20.9,92,4,47075
2,Chowdeswari Ward,29-05-2025,13.12191289,77.57889171,27.1,20.6,95,8.8,47075
2,Chowdeswari Ward,30-05-2025,13.12191289,77.57889171,24.6,20.4,98,1.9,47075
2,Chowdeswari Ward,31-05-2025,13.12191289,77.57889171,30.1,20.7,93,0.2,47075
3,Someshwara Ward,01-04-2025,13.10372374,77.57437395,32.9,18.5,93,0,43071
3,Someshwara Ward,02-04-2025,13.10372374,77.57437395,32.7,19.9,92,0.2,43071
3,Someshwara Ward,03-04-2025,13.10372374,77.57437395,32.7,20.3,94,4.6,43071
3,Someshwara Ward,04-04-2025,13.10372374,77.57437395,30.4,19.3,96,5.8,43071
3,Someshwara Ward,05-04-2025,13.10372374,77.57437395,32.5,19.2,97,0.1,43071
3,Someshwara Ward,06-04-2025,13.10372374,77.57437395,33.1,20.6,91,0,43071
3,Someshwara Ward,07-04-2025,13.10372374,77.57437395,34.8,20.4,96,0,43071
3,Someshwara Ward,08-04-2025,13.10372374,77.57437395,34.1,19,94,0,43071
3,Someshwara Ward,09-04-2025,13.10372374,77.57437395,33.1,18.8,89,0,43071
3,Someshwara Ward,10-04-2025,13.10372374,77.57437395,32.4,20.3,86,0.2,43071
3,Someshwara Ward,11-04-2025,13.10372374,77.57437395,33.6,20.3,87,1.5,43071
3,Someshwara Ward,12-04-2025,13.10372374,77.57437395,33.3,20.4,83,2,43071
3,Someshwara Ward,13-04-2025,13.10372374,77.57437395,33.1,20.8,78,0,43071
3,Someshwara Ward,14-04-2025,13.10372374,77.57437395,33.9,20.7,67,0,43071
3,Someshwara Ward,15-04-2025,13.10372374,77.57437395,33.2,20.6,78,0,43071
3,Someshwara Ward,16-04-2025,13.10372374,77.57437395,33.2,21.5,89,2.4,43071
3,Someshwara Ward,17-04-2025,13.10372374,77.57437395,32.7,20.3,82,0,43071
3,Someshwara Ward,18-04-2025,13.10372374,77.57437395,33.2,21.2,83,0.1,43071
3,Someshwara Ward,19-04-2025,13.10372374,77.57437395,32.8,20.7,89,0,43071
3,Someshwara Ward,20-04-2025,13.10372374,77.57437395,33.4,20.9,91,0.6,43071
3,Someshwara Ward,21-04-2025,13.10372374,77.57437395,33.7,19.9,97,0,43071
3,Someshwara Ward,22-04-2025,13.10372374,77.57437395,34.1,20.7,73,0,43071
3,Someshwara Ward,23-04-2025,13.10372374,77.57437395,34,20.6,72,0,43071
3,Someshwara Ward,24-04-2025,13.10372374,77.57437395,35.7,19.9,93,0,43071
3,Someshwara Ward,25-04-2025,13.10372374,77.57437395,34.3,20.9,89,0,43071
3,Someshwara Ward,26-04-2025,13.10372374,77.57437395,33.9,20.8,83,0,43071
3,Someshwara Ward,27-04-2025,13.10372374,77.57437395,33.4,20.9,90,0,43071
3,Someshwara Ward,28-04-2025,13.10372374,77.57437395,32.7,21.1,93,0,43071
3,Someshwara Ward,29-04-2025,13.10372374,77.57437395,33.7,21.8,86,0.1,43071
3,Someshwara Ward,30-04-2025,13.10372374,77.57437395,34,22,74,0.5,43071
3,Someshwara Ward,01-05-2025,13.10372374,77.57437395,34.2,22.9,69,0.1,43071
3,Someshwara Ward,02-05-2025,13.10372374,77.57437395,33.7,21.7,83,0.7,43071
3,Someshwara Ward,03-05-2025,13.10372374,77.57437395,33.7,21.1,90,3.8,43071
3,Someshwara Ward,04-05-2025,13.10372374,77.57437395,33.7,21.1,93,0.7,43071
3,Someshwara Ward,05-05-2025,13.10372374,77.57437395,34.6,21,91,0,43071
3,Someshwara Ward,06-05-2025,13.10372374,77.57437395,33.6,20.1,90,0,43071
3,Someshwara Ward,07-05-2025,13.10372374,77.57437395,33,20,79,0.1,43071
3,Someshwara Ward,08-05-2025,13.10372374,77.57437395,32,21.1,81,0,43071
3,Someshwara Ward,09-05-2025,13.10372374,77.57437395,31.4,19.7,83,0.7,43071
3,Someshwara Ward,10-05-2025,13.10372374,77.57437395,31.2,20.1,82,1.5,43071
3,Someshwara Ward,11-05-2025,13.10372374,77.57437395,31.7,19.9,86,1.2,43071
3,Someshwara Ward,12-05-2025,13.10372374,77.57437395,31.8,20.4,95,3.1,43071
3,Someshwara Ward,13-05-2025,13.10372374,77.57437395,32.9,20,99,1.5,43071
3,Someshwara Ward,14-05-2025,13.10372374,77.57437395,31.6,20.6,93,0.6,43071
3,Someshwara Ward,15-05-2025,13.10372374,77.57437395,32.2,20.9,98,0,43071
3,Someshwara Ward,16-05-2025,13.10372374,77.57437395,31.6,20.8,97,2.6,43071
3,Someshwara Ward,17-05-2025,13.10372374,77.57437395,30.7,21,98,22.8,43071
3,Someshwara Ward,18-05-2025,13.10372374,77.57437395,30.1,20.6,98,10.7,43071
3,Someshwara Ward,19-05-2025,13.10372374,77.57437395,29.3,21.2,99,5.8,43071
3,Someshwara Ward,20-05-2025,13.10372374,77.57437395,27.1,20.8,99,22,43071
3,Someshwara Ward,21-05-2025,13.10372374,77.57437395,27.9,20.6,95,1.5,43071
3,Someshwara Ward,22-05-2025,13.10372374,77.57437395,29.8,19.8,93,0.1,43071
3,Someshwara Ward,23-05-2025,13.10372374,77.57437395,29.7,20.4,95,4.4,43071
3,Someshwara Ward,24-05-2025,13.10372374,77.57437395,26.8,21.1,91,2.4,43071
3,Someshwara Ward,25-05-2025,13.10372374,77.57437395,27.8,20.4,97,9.2,43071
3,Someshwara Ward,26-05-2025,13.10372374,77.57437395,25.7,20.4,97,8.7,43071
3,Someshwara Ward,27-05-2025,13.10372374,77.57437395,27.4,20.3,92,2.4,43071
3,Someshwara Ward,28-05-2025,13.10372374,77.57437395,27.7,21,92,4,43071
3,Someshwara Ward,29-05-2025,13.10372374,77.57437395,27.2,20.7,95,8.8,43071
3,Someshwara Ward,30-05-2025,13.10372374,77.57437395,24.7,20.4,98,1.9,43071
3,Someshwara Ward,31-05-2025,13.10372374,77.57437395,30.2,20.7,93,0.2,43071
4,Atturu Layout,01-04-2025,13.09573146,77.5550479,32.8,18.5,93,0,41986
4,Atturu Layout,02-04-2025,13.09573146,77.5550479,32.6,19.9,92,0.2,41986
4,Atturu Layout,03-04-2025,13.09573146,77.5550479,32.7,20.2,94,4.6,41986
4,Atturu Layout,04-04-2025,13.09573146,77.5550479,30.3,19.2,96,5.8,41986
4,Atturu Layout,05-04-2025,13.09573146,77.5550479,32.4,19.2,97,0.1,41986
4,Atturu Layout,06-04-2025,13.09573146,77.5550479,33,20.5,91,0,41986
4,Atturu Layout,07-04-2025,13.09573146,77.5550479,34.7,20.3,96,0,41986
4,Atturu Layout,08-04-2025,13.09573146,77.5550479,34,18.9,94,0,41986
4,Atturu Layout,09-04-2025,13.09573146,77.5550479,33,18.7,89,0,41986
4,Atturu Layout,10-04-2025,13.09573146,77.5550479,32.4,20.3,86,0.2,41986
4,Atturu Layout,11-04-2025,13.09573146,77.5550479,33.5,20.3,87,1.5,41986
4,Atturu Layout,12-04-2025,13.09573146,77.5550479,33.3,20.3,83,2,41986
4,Atturu Layout,13-04-2025,13.09573146,77.5550479,33,20.7,78,0,41986
4,Atturu Layout,14-04-2025,13.09573146,77.5550479,33.8,20.7,67,0,41986
4,Atturu Layout,15-04-2025,13.09573146,77.5550479,33.1,20.6,78,0,41986
4,Atturu Layout,16-04-2025,13.09573146,77.5550479,33.1,21.4,89,2.4,41986
4,Atturu Layout,17-04-2025,13.09573146,77.5550479,32.6,20.2,82,0,41986
4,Atturu Layout,18-04-2025,13.09573146,77.5550479,33.2,21.2,83,0.1,41986
4,Atturu Layout,19-04-2025,13.09573146,77.5550479,32.8,20.6,89,0,41986
4,Atturu Layout,20-04-2025,13.09573146,77.5550479,33.4,20.8,91,0.6,41986
4,Atturu Layout,21-04-2025,13.09573146,77.5550479,33.6,19.8,97,0,41986
4,Atturu Layout,22-04-2025,13.09573146,77.5550479,34,20.6,73,0,41986
4,Atturu Layout,23-04-2025,13.09573146,77.5550479,33.9,20.6,72,0,41986
4,Atturu Layout,24-04-2025,13.09573146,77.5550479,35.7,19.9,93,0,41986
4,Atturu Layout,25-04-2025,13.09573146,77.5550479,34.2,20.9,89,0,41986
4,Atturu Layout,26-04-2025,13.09573146,77.5550479,33.8,20.7,83,0,41986
4,Atturu Layout,27-04-2025,13.09573146,77.5550479,33.3,20.8,90,0,41986
4,Atturu Layout,28-04-2025,13.09573146,77.5550479,32.7,21.1,93,0,41986
4,Atturu Layout,29-04-2025,13.09573146,77.5550479,33.7,21.7,86,0.1,41986
4,Atturu Layout,30-04-2025,13.09573146,77.5550479,33.9,21.9,74,0.5,41986
4,Atturu Layout,01-05-2025,13.09573146,77.5550479,34.2,22.8,69,0.1,41986
4,Atturu Layout,02-05-2025,13.09573146,77.5550479,33.7,21.6,83,0.7,41986
4,Atturu Layout,03-05-2025,13.09573146,77.5550479,33.7,21,90,3.8,41986
4,Atturu Layout,04-05-2025,13.09573146,77.5550479,33.7,21.1,93,0.7,41986
4,Atturu Layout,05-05-2025,13.09573146,77.5550479,34.6,21,91,0,41986
4,Atturu Layout,06-05-2025,13.09573146,77.5550479,33.6,20,90,0,41986
4,Atturu Layout,07-05-2025,13.09573146,77.5550479,32.9,20,79,0.1,41986
4,Atturu Layout,08-05-2025,13.09573146,77.5550479,32,21,81,0,41986
4,Atturu Layout,09-05-2025,13.09573146,77.5550479,31.4,19.6,83,0.7,41986
4,Atturu Layout,10-05-2025,13.09573146,77.5550479,31.1,20.1,82,1.5,41986
4,Atturu Layout,11-05-2025,13.09573146,77.5550479,31.6,19.9,86,1.2,41986
4,Atturu Layout,12-05-2025,13.09573146,77.5550479,31.8,20.4,95,3.1,41986
4,Atturu Layout,13-05-2025,13.09573146,77.5550479,32.8,20,99,1.5,41986
4,Atturu Layout,14-05-2025,13.09573146,77.5550479,31.5,20.6,93,0.6,41986
4,Atturu Layout,15-05-2025,13.09573146,77.5550479,32.1,20.8,98,0,41986
4,Atturu Layout,16-05-2025,13.09573146,77.5550479,31.6,20.7,97,2.6,41986
4,Atturu Layout,17-05-2025,13.09573146,77.5550479,30.7,20.9,98,22.8,41986
4,Atturu Layout,18-05-2025,13.09573146,77.5550479,30.1,20.5,98,10.7,41986
4,Atturu Layout,19-05-2025,13.09573146,77.5550479,29.2,21.1,99,5.8,41986
4,Atturu Layout,20-05-2025,13.09573146,77.5550479,27.1,20.7,99,22,41986
4,Atturu Layout,21-05-2025,13.09573146,77.5550479,27.9,20.6,95,1.5,41986
4,Atturu Layout,22-05-2025,13.09573146,77.5550479,29.8,19.8,93,0.1,41986
4,Atturu Layout,23-05-2025,13.09573146,77.5550479,29.6,20.4,95,4.4,41986
4,Atturu Layout,24-05-2025,13.09573146,77.5550479,26.8,21.1,91,2.4,41986
4,Atturu Layout,25-05-2025,13.09573146,77.5550479,27.7,20.3,97,9.2,41986
4,Atturu Layout,26-05-2025,13.09573146,77.5550479,25.7,20.4,97,8.7,41986
4,Atturu Layout,27-05-2025,13.09573146,77.5550479,27.3,20.2,92,2.4,41986
4,Atturu Layout,28-05-2025,13.09573146,77.5550479,27.6,20.9,92,4,41986
4,Atturu Layout,29-05-2025,13.09573146,77.5550479,27.1,20.6,95,8.8,41986
4,Atturu Layout,30-05-2025,13.09573146,77.5550479,24.6,20.4,98,1.9,41986
4,Atturu Layout,31-05-2025,13.09573146,77.5550479,30.1,20.7,93,0.2,41986
5,Yelahanka Satellite Town,01-04-2025,13.09134489,77.58771611,32.3,18.8,94,0,40396
5,Yelahanka Satellite Town,02-04-2025,13.09134489,77.58771611,32.2,19.8,95,0,40396
5,Yelahanka Satellite Town,03-04-2025,13.09134489,77.58771611,32.1,20.2,94,2,40396
5,Yelahanka Satellite Town,04-04-2025,13.09134489,77.58771611,30,19.3,97,4,40396
5,Yelahanka Satellite Town,05-04-2025,13.09134489,77.58771611,31.8,19.3,96,0.1,40396
5,Yelahanka Satellite Town,06-04-2025,13.09134489,77.58771611,32.8,20.3,91,0,40396
5,Yelahanka Satellite Town,07-04-2025,13.09134489,77.58771611,34,19.9,98,0,40396
5,Yelahanka Satellite Town,08-04-2025,13.09134489,77.58771611,33.7,18.9,95,0,40396
5,Yelahanka Satellite Town,09-04-2025,13.09134489,77.58771611,32.5,18.7,92,0,40396
5,Yelahanka Satellite Town,10-04-2025,13.09134489,77.58771611,31.8,20.3,85,0,40396
5,Yelahanka Satellite Town,11-04-2025,13.09134489,77.58771611,33.1,20.6,87,0,40396
5,Yelahanka Satellite Town,12-04-2025,13.09134489,77.58771611,32.6,20.5,81,1.3,40396
5,Yelahanka Satellite Town,13-04-2025,13.09134489,77.58771611,32.5,20.6,78,0,40396
5,Yelahanka Satellite Town,14-04-2025,13.09134489,77.58771611,33.1,19.9,74,0.1,40396
5,Yelahanka Satellite Town,15-04-2025,13.09134489,77.58771611,32.6,19.9,85,0,40396
5,Yelahanka Satellite Town,16-04-2025,13.09134489,77.58771611,32.7,21.2,96,1.3,40396
5,Yelahanka Satellite Town,17-04-2025,13.09134489,77.58771611,31.7,20.2,86,0,40396
5,Yelahanka Satellite Town,18-04-2025,13.09134489,77.58771611,32.6,21.2,83,0.4,40396
5,Yelahanka Satellite Town,19-04-2025,13.09134489,77.58771611,32.2,20.8,89,0,40396
5,Yelahanka Satellite Town,20-04-2025,13.09134489,77.58771611,32.7,21.1,91,0.8,40396
5,Yelahanka Satellite Town,21-04-2025,13.09134489,77.58771611,32.7,19.8,96,0,40396
5,Yelahanka Satellite Town,22-04-2025,13.09134489,77.58771611,33.2,20.1,77,0,40396
5,Yelahanka Satellite Town,23-04-2025,13.09134489,77.58771611,33.1,20.3,77,0,40396
5,Yelahanka Satellite Town,24-04-2025,13.09134489,77.58771611,34.6,20,92,0,40396
5,Yelahanka Satellite Town,25-04-2025,13.09134489,77.58771611,33.4,21.2,93,0,40396
5,Yelahanka Satellite Town,26-04-2025,13.09134489,77.58771611,33,20.1,93,0,40396
5,Yelahanka Satellite Town,27-04-2025,13.09134489,77.58771611,32.4,20.3,94,0,40396
5,Yelahanka Satellite Town,28-04-2025,13.09134489,77.58771611,31.9,20.8,95,0,40396
5,Yelahanka Satellite Town,29-04-2025,13.09134489,77.58771611,33,21,93,0.1,40396
5,Yelahanka Satellite Town,30-04-2025,13.09134489,77.58771611,32.7,21.4,81,0.5,40396
5,Yelahanka Satellite Town,01-05-2025,13.09134489,77.58771611,33.1,22.5,75,0,40396
5,Yelahanka Satellite Town,02-05-2025,13.09134489,77.58771611,32.8,21.7,84,0.6,40396
5,Yelahanka Satellite Town,03-05-2025,13.09134489,77.58771611,32.5,21.2,91,3.2,40396
5,Yelahanka Satellite Town,04-05-2025,13.09134489,77.58771611,32.5,21.3,92,0,40396
5,Yelahanka Satellite Town,05-05-2025,13.09134489,77.58771611,33.1,20.8,93,0,40396
5,Yelahanka Satellite Town,06-05-2025,13.09134489,77.58771611,32.7,20.1,93,0,40396
5,Yelahanka Satellite Town,07-05-2025,13.09134489,77.58771611,31.9,20.2,84,0,40396
5,Yelahanka Satellite Town,08-05-2025,13.09134489,77.58771611,31.3,21.2,82,0,40396
5,Yelahanka Satellite Town,09-05-2025,13.09134489,77.58771611,30.2,19.8,83,1,40396
5,Yelahanka Satellite Town,10-05-2025,13.09134489,77.58771611,30.9,20.3,84,1.6,40396
5,Yelahanka Satellite Town,11-05-2025,13.09134489,77.58771611,30.6,20.1,85,0.2,40396
5,Yelahanka Satellite Town,12-05-2025,13.09134489,77.58771611,30.9,20.5,95,2.2,40396
5,Yelahanka Satellite Town,13-05-2025,13.09134489,77.58771611,31.7,20.2,99,1.8,40396
5,Yelahanka Satellite Town,14-05-2025,13.09134489,77.58771611,30.5,20.7,93,0.4,40396
5,Yelahanka Satellite Town,15-05-2025,13.09134489,77.58771611,31.2,20.8,97,0,40396
5,Yelahanka Satellite Town,16-05-2025,13.09134489,77.58771611,30.5,20.9,96,5.3,40396
5,Yelahanka Satellite Town,17-05-2025,13.09134489,77.58771611,30.6,21.1,98,17.7,40396
5,Yelahanka Satellite Town,18-05-2025,13.09134489,77.58771611,29.9,20.6,99,9.9,40396
5,Yelahanka Satellite Town,19-05-2025,13.09134489,77.58771611,29,21.2,99,3,40396
5,Yelahanka Satellite Town,20-05-2025,13.09134489,77.58771611,27.1,20.9,98,21.6,40396
5,Yelahanka Satellite Town,21-05-2025,13.09134489,77.58771611,27.9,20.8,95,3.8,40396
5,Yelahanka Satellite Town,22-05-2025,13.09134489,77.58771611,29.6,20.1,92,0.1,40396
5,Yelahanka Satellite Town,23-05-2025,13.09134489,77.58771611,29.3,20.5,95,2.9,40396
